Id,SalePrice
1763,196883.3608
1764,108452.4969
1765,140934.9317
1766,206728.3936
1767,223488.898
1768,147946.1081
1769,164968.7328
1770,163136.9735
1771,129153.9982
1772,129618.8992
1773,135919.1981
1774,185559.7113
1775,141553.1949
1776,124089.7068
1777,89157.58177
1778,151720.7421
1779,120107.3164
1780,165352.3539
1781,112073.7279
1782,79744.43563
1783,152400.7596
1784,110156.3801
1785,112315.5407
1786,173565.165
1787,170609.269
1788,81874.45958
1789,99262.61542
1790,73613.21782
1791,217675.5114
1792,143953.8259
1793,119519.1354
1794,174226.1942
1795,135167.3832
1796,170067.741
1797,133183.8758
1798,126476.8468
1799,89611.75106
1800,122533.0124
1801,109679.3085
1802,136165.1416
1803,151092.0056
1804,140212.8298
1805,131535.7376
1806,117332.9446
1807,145848.711
1808,117864.7448
1809,119251.2381
1810,139616.4479
1811,84125.14032
1812,90840.63616
1813,97487.97173
1814,74911.79648
1815,41605.30694
1816,114215.4124
1817,138576.138
1818,165964.0235
1819,152272.115
1820,107291.7984
1821,107897.5067
1822,157388.5495
1823,48622.51028
1824,136990.2473
1825,119431.4402
1826,135151.6513
1827,88220.21913
1828,122457.8672
1829,136691.3342
1830,139695.6868
1831,135377.0488
1832,129391.4468
1833,123813.9667
1834,139026.8325
1835,160360.5983
1836,94096.57402
1837,114541.8003
1838,109366.2692
1839,62229.87472
1840,137992.4966
1841,126015.9446
1842,95539.7487
1843,144442.4485
1844,139687.2528
1845,143904.0579
1846,171158.533
1847,198407.8431
1848,36364.81204
1849,111544.1247
1850,113387.1318
1851,159142.4607
1852,131849.8059
1853,151554.7282
1854,158381.7122
1855,164727.6818
1856,233942.9384
1857,159165.7214
1858,117957.52
1859,101334.3787
1860,157886.6435
1861,100797.2675
1862,292225.4888
1863,287612.5939
1864,287621.8985
1865,304051.9157
1866,289311.5518
1867,228527.025
1868,300324.3548
1869,216762.6046
1870,232067.3284
1871,260405.4598
1872,197713.6557
1873,258399.9011
1874,148420.636
1875,210472.29
1876,205290.673
1877,219378.5373
1878,232778.7736
1879,136308.4891
1880,118502.6052
1881,258520.0535
1882,255395.6295
1883,185729.5484
1884,195264.6759
1885,246731.7776
1886,279144.1996
1887,230039.1801
1888,268036.8087
1889,192708.8066
1890,128095.3781
1891,145044.1303
1892,95722.06695
1893,129495.4776
1894,149397.0936
1895,153894.0353
1896,126413.8908
1897,150551.3224
1898,120598.5121
1899,187917.6259
1900,159390.4119
1901,173259.5143
1902,155136.9942
1903,225717.8408
1904,158013.614
1905,195053.6055
1906,137227.0533
1907,243887.1878
1908,97770.07562
1909,145695.5119
1910,111724.7396
1911,204977.602
1912,286586.632
1913,183975.1479
1914,39283.08387
1915,312656.5493
1916,27778.4234
1917,245990.4674
1918,119600.4691
1919,162620.9031
1920,148370.6576
1921,331786.9692
1922,296736.4141
1923,217890.3822
1924,274357.2644
1925,216329.2936
1926,346490.26
1927,129351.689
1928,169166.9384
1929,102463.843
1930,110692.277
1931,134816.4548
1932,126379.7626
1933,206591.0316
1934,173922.7306
1935,183245.8761
1936,190339.4216
1937,177031.1954
1938,179154.873
1939,244934.8858
1940,197380.1834
1941,171727.9832
1942,188339.4146
1943,231302.8236
1944,322103.7345
1945,314954.7747
1946,176727.9584
1947,329376.605
1948,191099.9163
1949,227877.9654
1950,190678.7634
1951,259775.4285
1952,227981.5905
1953,197005.5339
1954,186513.2479
1955,124991.9211
1956,314151.2008
1957,154084.7923
1958,299537.6992
1959,141070.4635
1960,106063.4712
1961,125126.3968
1962,83334.51666
1963,96085.23374
1964,100865.0569
1965,114008.7609
1966,90610.94809
1967,297233.2302
1968,350634.5519
1969,322401.2598
1970,360329.9992
1971,385494.8608
1972,335329.5875
1973,290552.415
1974,302018.669
1975,386691.7797
1976,280769.899
1977,330220.147
1978,318581.8928
1979,302351.2383
1980,250799.3464
1981,313773.4974
1982,248752.6245
1983,239102.3429
1984,200455.0988
1985,246136.7847
1986,242730.7682
1987,215906.3046
1988,197876.5828
1989,207220.3855
1990,232417.6949
1991,257837.1599
1992,233386.9369
1993,183519.734
1994,216181.1082
1995,181140.3416
1996,285815.4871
1997,294978.0909
1998,300944.5051
1999,274550.4152
2000,286132.7699
2001,305899.5467
2002,244040.9332
2003,266520.8827
2004,304820.5375
2005,230665.5576
2006,217105.8416
2007,249248.7926
2008,244918.6233
2009,206818.7109
2010,204512.8671
2011,151399.7504
2012,180653.0733
2013,197704.2223
2014,202628.1688
2015,215828.0721
2016,200731.9492
2017,193275.5108
2018,132222.5345
2019,129021.6453
2020,88978.92374
2021,106502.4962
2022,194912.3089
2023,134328.5009
2024,299575.8569
2025,329546.4715
2026,176921.4876
2027,172136.7235
2028,157662.2415
2029,169571.1977
2030,255186.3507
2031,226865.3844
2032,213177.9949
2033,233766.6602
2034,176864.6664
2035,215765.3387
2036,210480.3695
2037,206603.9319
2038,235441.1566
2039,219124.2898
2040,312053.3583
2041,242420.2656
2042,195331.3459
2043,176303.8227
2044,175960.9754
2045,193673.0327
2046,130789.5093
2047,135519.6401
2048,139615.7709
2049,146544.4413
2050,149285.4742
2051,83284.668
2052,121491.1888
2053,142810.7748
2054,81502.92816
2055,147843.7719
2056,146658.5353
2057,134661.3189
2058,237711.8923
2059,158115.4154
2060,157851.5249
2061,180621.5325
2062,121833.592
2063,114852.5527
2064,141634.472
2065,133127.2696
2066,175471.9415
2067,148654.7033
2068,141225.7724
2069,55949.27541
2070,96925.70028
2071,107731.0575
2072,169937.0269
2073,124282.4358
2074,183724.1785
2075,149773.4159
2076,111007.3526
2077,151400.91
2078,109777.5375
2079,126619.3242
2080,83469.42141
2081,109649.0121
2082,141061.912
2083,138641.2975
2084,79739.81333
2085,116748.1221
2086,130333.5829
2087,113621.808
2088,104046.3024
2089,69464.37065
2090,141524.9046
2091,116928.1978
2092,125626.608
2093,102740.8055
2094,138060.467
2095,158784.0878
2096,74541.5682
2097,97013.90354
2098,129752.4849
2099,43890.98292
2100,111818.0847
2101,118196.5409
2102,121727.358
2103,83915.79327
2104,140597.2788
2105,135265.2628
2106,56461.47776
2107,215981.0118
2108,107038.1804
2109,88593.19637
2110,120913.4793
2111,133538.213
2112,131583.9402
2113,101683.8609
2114,86452.822
2115,142284.4183
2116,103486.4204
2117,130976.2292
2118,114526.0759
2119,100267.2892
2120,122408.8132
2121,65005.91852
2122,105148.8774
2123,63033.91305
2124,162956.3233
2125,154478.7058
2126,161619.0907
2127,174867.8896
2128,131804.3933
2129,91650.48773
2130,121816.1999
2131,166864.1455
2132,92360.88929
2133,102797.2796
2134,150822.7462
2135,71494.15943
2136,33853.77616
2137,106092.3761
2138,125609.1351
2139,142011.8853
2140,119677.6162
2141,137941.2485
2142,135794.596
2143,129074.2468
2144,122185.7318
2145,135262.2805
2146,148790.0167
2147,213506.8457
2148,137591.1336
2149,159250.7007
2150,213254.4665
2151,103262.7611
2152,183222.7955
2153,181063.1085
2154,85096.86696
2155,144072.1072
2156,261482.1748
2157,240303.9928
2158,235754.0957
2159,207793.1919
2160,209104.7919
2161,249916.4543
2162,359530.4531
2163,327618.6648
2164,256376.7581
2165,200834.1336
2166,155909.9692
2167,231849.0348
2168,213836.9928
2169,215295.8524
2170,210569.7942
2171,151442.4817
2172,137232.0875
2173,144776.004
2174,230496.858
2175,279034.8241
2176,297227.2087
2177,236664.0852
2178,223089.665
2179,166595.5434
2180,212191.6035
2181,210827.5563
2182,228800.2249
2183,197085.7614
2184,127685.8495
2185,142017.892
2186,141697.3878
2187,155810.308
2188,149921.3647
2189,252817.1501
2190,43421.22843
2191,51795.50056
2192,78548.31935
2193,89454.1241
2194,94286.17479
2195,124332.3597
2196,107125.7305
2197,118587.4636
2198,157136.702
2199,215904.864
2200,155129.8778
2201,139081.8186
2202,210658.6806
2203,188660.17
2204,191804.9735
2205,116353.3068
2206,149189.8025
2207,246685.9996
2208,225275.9555
2209,211538.9431
2210,113539.2985
2211,88699.29211
2212,90014.53033
2213,87879.01173
2214,129661.3365
2215,82222.49435
2216,139330.573
2217,27178.78475
2218,88185.65928
2219,56201.96281
2220,91275.46613
2221,314438.1105
2222,302525.0998
2223,277636.9915
2224,210220.4808
2225,124789.3776
2226,181425.9971
2227,223025.148
2228,293554.1742
2229,276520.2562
2230,149764.328
2231,249444.2134
2232,191424.4157
2233,210241.3537
2234,266093.3801
2235,243575.2315
2236,272970.4698
2237,312049.6772
2238,212073.0875
2239,101510.5009
2240,168368.3012
2241,162245.5147
2242,147496.3604
2243,145195.1809
2244,117380.3773
2245,113748.8725
2246,127455.987
2247,120338.5346
2248,104721.8815
2249,111333.7799
2250,106160.8041
2251,152421.525
2252,185472.731
2253,162002.4802
2254,174268.625
2255,190153.9186
2256,172066.8145
2257,194400.6654
2258,162631.0822
2259,169796.3325
2260,150748.6318
2261,206288.4731
2262,237138.9263
2263,330747.8131
2264,397443.7634
2265,194192.9484
2266,275082.5023
2267,342510.4079
2268,384686.4211
2269,162708.198
2270,206842.3731
2271,215008.0244
2272,242888.2854
2273,163808.6706
2274,195116.5075
2275,203049.4266
2276,207663.6393
2277,183747.4091
2278,141279.9128
2279,116603.1049
2280,103320.0434
2281,180999.6059
2282,192558.3935
2283,97082.43881
2284,106492.1012
2285,90968.94133
2286,122006.9511
2287,324122.9743
2288,303077.4709
2289,313443.0639
2290,379301.5461
2291,309465.6801
2292,339525.529
2293,366941.1899
2294,316415.6925
2295,383204.4361
2296,279451.9915
2297,315176.422
2298,321618.7894
2299,315199.7351
2300,306601.7029
2301,306133.2185
2302,264421.3038
2303,245292.5485
2304,252364.9247
2305,234867.3915
2306,221568.9699
2307,236182.1305
2308,255688.2641
2309,264896.0621
2310,252829.5576
2311,240541.9738
2312,183456.7409
2313,184627.3715
2314,191018.6462
2315,206336.8412
2316,215919.0195
2317,190726.4905
2318,210076.2675
2319,204678.5076
2320,195265.3304
2321,264362.1949
2322,213688.9599
2323,197048.3598
2324,208620.2894
2325,224644.045
2326,184169.8086
2327,220361.3944
2328,233239.8166
2329,188581.519
2330,179734.0386
2331,339819.1731
2332,331058.3316
2333,286881.7951
2334,261446.7307
2335,273368.2435
2336,303676.4361
2337,198513.1091
2338,270933.865
2339,242992.8943
2340,340542.4833
2341,225378.1888
2342,234793.6478
2343,246796.8259
2344,210577.4406
2345,222799.5905
2346,214785.42
2347,203687.6731
2348,234792.9876
2349,188069.3859
2350,289697.7527
2351,247397.2145
2352,244859.2678
2353,271791.7772
2354,137682.0126
2355,144183.2842
2356,173864.7473
2357,201904.3559
2358,200300.2277
2359,121895.8594
2360,89755.96839
2361,125335.9807
2362,261258.8045
2363,132422.0483
2364,176825.5507
2365,220546.1111
2366,213732.3406
2367,224273.5423
2368,224171.5034
2369,204357.3173
2370,175546.353
2371,176901.0706
2372,204367.8221
2373,277868.6623
2374,287318.365
2375,229994.1837
2376,294683.6157
2377,306067.8263
2378,158498.3978
2379,216396.4725
2380,148184.8886
2381,183140.0047
2382,208753.0877
2383,202770.9997
2384,253402.3855
2385,166451.3042
2386,132143.8726
2387,128155.4446
2388,79202.59973
2389,153824.3232
2390,162569.6703
2391,146061.2416
2392,117868.3321
2393,182621.2645
2394,151379.1097
2395,208845.7586
2396,145322.782
2397,218929.5553
2398,119500.7745
2399,42226.56796
2400,40611.28933
2401,71619.21679
2402,141383.2485
2403,141902.8591
2404,157271.8652
2405,192259.5489
2406,123674.9561
2407,127564.559
2408,147290.252
2409,136410.3553
2410,184934.8386
2411,100417.95
2412,155427.659
2413,133190.3098
2414,120953.3274
2415,162451.0955
2416,116098.828
2417,114499.3971
2418,116489.3044
2419,129465.2649
2420,124190.7739
2421,145130.4837
2422,113034.9726
2423,124091.9125
2424,161703.8557
2425,242200.1177
2426,143411.5297
2427,126830.3898
2428,185100.8515
2429,107038.5535
2430,137783.7477
2431,120758.576
2432,159997.8411
2433,153309.6148
2434,148620.3261
2435,165867.3519
2436,90515.38895
2437,112827.7794
2438,108981.4472
2439,120415.5999
2440,119618.7311
2441,92104.33918
2442,102380.1811
2443,135903.9461
2444,170415.9976
2445,77825.76949
2446,135256.2218
2447,190883.8409
2448,149608.4268
2449,109827.4064
2450,135140.857
2451,157241.6311
2452,185977.6972
2453,82226.75381
2454,121940.8862
2455,126611.7524
2456,115236.0437
2457,119841.6523
2458,124649.7663
2459,89048.89374
2460,141075.4899
2461,110448.8846
2462,123781.4933
2463,112520.9248
2464,152309.9193
2465,136050.2915
2466,103231.4961
2467,155971.1054
2468,65591.81675
2469,57944.23441
2470,191885.5913
2471,176481.898
2472,154011.181
2473,116342.9793
2474,79038.20166
2475,198669.7157
2476,92202.42271
2477,106945.0338
2478,152458.0748
2479,92044.66733
2480,155788.341
2481,128545.9006
2482,121588.6269
2483,110442.2643
2484,124000.9998
2485,108085.4598
2486,179633.3361
2487,222141.5435
2488,149253.1663
2489,152587.1613
2490,151742.5353
2491,66654.84848
2492,208083.9216
2493,173256.4986
2494,150216.4075
2495,75302.0086
2496,270409.268
2497,141200.4477
2498,114482.8093
2499,74401.75076
2500,134813.9593
2501,124371.2512
2502,156204.6201
2503,97720.82664
2504,186097.199
2505,234865.5208
2506,268475.7881
2507,290547.3956
2508,271125.2348
2509,237098.9235
2510,233223.0384
2511,176291.0778
2512,210850.0803
2513,233674.7323
2514,257819.0372
2515,144036.5209
2516,180449.7943
2517,140002.2527
2518,160155.7974
2519,236188.8523
2520,220127.8538
2521,190353.8057
2522,234721.1692
2523,119784.9548
2524,151323.1113
2525,140314.9067
2526,142973.6427
2527,106023.5908
2528,122437.1822
2529,132712.8391
2530,116959.9869
2531,247500.2477
2532,230683.3856
2533,207027.8463
2534,244311.203
2535,276444.0127
2536,269787.9291
2537,243275.6779
2538,198367.5407
2539,191874.114
2540,201498.9557
2541,194840.3873
2542,179172.0394
2543,143120.0262
2544,110978.778
2545,136963.0701
2546,141454.9075
2547,124066.1387
2548,137873.1124
2549,167336.1497
2550,556465.5322
2551,163949.0876
2552,106935.5239
2553,73914.18545
2554,82602.82813
2555,114572.3355
2556,85716.8245
2557,112058.7319
2558,183813.1021
2559,155523.7694
2560,156158.3913
2561,141712.3087
2562,141779.3278
2563,131313.8699
2564,189197.7283
2565,171714.338
2566,197738.9879
2567,135723.2676
2568,209595.046
2569,232828.4502
2570,115923.5404
2571,192794.4229
2572,142352.472
2573,226805.8305
2574,251118.5944
2575,122044.8305
2576,109122.5105
2577,147410.4703
2578,87501.09105
2579,55486.5603
2580,110383.1297
2581,141335.0734
2582,133114.4979
2583,329964.7841
2584,166841.3365
2585,225423.4881
2586,214263.3502
2587,182236.9118
2588,124444.6134
2589,124145.6084
2590,237023.9785
2591,256612.8188
2592,230453.2842
2593,275361.4622
2594,157538.0561
2595,213436.7025
2596,298238.8685
2597,207889.0323
2598,298227.768
2599,343580.527
2600,206120.6576
2601,132964.2816
2602,90862.77668
2603,116182.8849
2604,107637.5993
2605,98022.30164
2606,158499.7487
2607,224940.3351
2608,195885.0933
2609,170224.7141
2610,90970.05557
2611,127407.8532
2612,147713.8796
2613,103103.7438
2614,99430.69567
2615,169386.5372
2616,177169.5095
2617,209262.083
2618,249720.4074
2619,203058.1829
2620,185328.1142
2621,165224.3849
2622,173944.6339
2623,245010.1166
2624,306394.8104
2625,272638.4569
2626,175447.0909
2627,140036.4215
2628,375105.4904
2629,381177.4614
2630,345992.5701
2631,364552.9114
2632,351469.2085
2633,298806.3235
2634,346338.9862
2635,165931.4901
2636,189498.9524
2637,199895.8761
2638,249509.479
2639,185746.1831
2640,147803.5006
2641,93911.42607
2642,187829.4708
2643,103314.5829
2644,132490.5698
2645,94336.51259
2646,85070.03222
2647,102083.754
2648,115587.8609
2649,154835.1156
2650,77586.09212
2651,118082.9522
2652,347786.9399
2653,255961.3942
2654,281038.3541
2655,350600.5537
2656,323340.2568
2657,306182.494
2658,286508.0662
2659,293526.9718
2660,336624.9937
2661,317822.0324
2662,323208.5512
2663,288154.164
2664,256613.8134
2665,303899.4636
2666,285670.9424
2667,198803.2573
2668,191188.9245
2669,199145.2615
2670,281296.9895
2671,200777.5397
2672,229555.3701
2673,218927.0274
2674,230699.6374
2675,207145.1958
2676,205057.8707
2677,188751.4747
2678,248310.1881
2679,272113.6477
2680,287267.0771
2681,325785.4991
2682,309002.7518
2683,389400.8511
2684,308970.2412
2685,294213.2607
2686,281325.2856
2687,273998.7646
2688,220062.2402
2689,203955.9284
2690,326117.3896
2691,186847.4577
2692,145747.1967
2693,223519.6101
2694,140428.488
2695,203953.119
2696,198420.8685
2697,179704.1491
2698,203945.0125
2699,177512.3411
2700,161539.2737
2701,158044.8317
2702,134489.7816
2703,123199.2921
2704,138658.6327
2705,91644.08813
2706,97377.69612
2707,111400.056
2708,103547.4304
2709,81974.55622
2710,113161.9697
2711,320238.711
2712,365531.4401
2713,178682.2491
2714,154332.6182
2715,188201.4542
2716,157991.0742
2717,224468.7879
2718,228966.9569
2719,149885.8515
2720,179874.5912
2721,129545.0977
2722,173006.5442
2723,164268.9449
2724,123496.0538
2725,116870.3854
2726,152130.1596
2727,212702.7655
2728,184917.1395
2729,133372.9148
2730,150152.4979
2731,108274.5132
2732,133678.2901
2733,166175.1045
2734,177141.4897
2735,133759.6728
2736,141282.3949
2737,96342.14952
2738,127876.1072
2739,159262.8986
2740,148872.4013
2741,154052.1001
2742,183103.0269
2743,180592.668
2744,157732.5707
2745,166685.4952
2746,121322.3616
2747,169377.6822
2748,109700.6893
2749,137226.7769
2750,117071.1869
2751,131893.9689
2752,250377.5823
2753,161101.564
2754,256821.881
2755,116056.7169
2756,100009.8837
2757,76564.93999
2758,83042.53187
2759,154767.745
2760,141944.3706
2761,153224.9946
2762,140578.0206
2763,202477.1488
2764,163940.9633
2765,252329.1628
2766,119055.95
2767,51591.58438
2768,136844.7072
2769,146883.0636
2770,131355.6348
2771,98463.9226
2772,107228.9441
2773,194079.8287
2774,137168.5635
2775,122434.9839
2776,141359.4664
2777,154069.372
2778,97854.20994
2779,136923.092
2780,92668.56379
2781,89935.26868
2782,91436.56234
2783,100250.4644
2784,127573.7799
2785,153718.0294
2786,57499.72088
2787,105357.7733
2788,70895.3439
2789,181610.0249
2790,100292.7545
2791,110210.6214
2792,25204.2377
2793,157040.9363
2794,106976.2035
2795,108078.4392
2796,75275.9055
2797,188849.5774
2798,100230.6577
2799,95405.13915
2800,66072.15909
2801,86471.83723
2802,115259.6864
2803,150673.7469
2804,124850.6675
2805,77942.05631
2806,84499.84874
2807,148022.4221
2808,162164.054
2809,105433.1576
2810,114415.9132
2811,158642.4643
2812,164776.338
2813,162542.6897
2814,172362.9406
2815,97807.33711
2816,225692.5943
2817,175249.3275
2818,122383.1587
2819,209803.0988
2820,152247.5117
2821,122815.9649
2822,192350.2828
2823,279698.6694
2824,198343.4637
2825,157210.2297
2826,154024.5824
2827,132524.2835
2828,241715.0289
2829,193243.9974
2830,245075.6382
2831,195073.2397
2832,266381.4169
2833,278985.9659
2834,232292.7196
2835,243931.9913
2836,213516.4051
2837,153731.6716
2838,141043.2364
2839,212200.8698
2840,193881.4813
2841,205689.0442
2842,237612.1756
2843,144314.2604
2844,156868.9016
2845,103593.6125
2846,218980.6041
2847,217262.0281
2848,237608.0542
2849,204213.5364
2850,268216.9277
2851,214749.1446
2852,240866.0761
2853,245796.9204
2854,161766.1734
2855,205266.9951
2856,216819.8173
2857,189168.0147
2858,217611.0282
2859,129719.2848
2860,130586.6794
2861,137510.3164
2862,243946.8185
2863,127309.5168
2864,227383.1133
2865,163876.2129
2866,174334.5329
2867,92174.5773
2868,90024.40779
2869,90900.18707
2870,179634.7852
2871,108453.4994
2872,20143.48028
2873,110705.1874
2874,130656.641
2875,105480.5232
2876,177564.3086
2877,133471.3895
2878,186081.523
2879,148741.4395
2880,100250.6832
2881,138738.6334
2882,178645.4765
2883,211080.0024
2884,211170.7588
2885,180195.104
2886,240720.9913
2887,73234.0394
2888,135938.531
2889,52101.89959
2890,59942.13251
2891,141744.6982
2892,38621.91633
2893,81098.18879
2894,57568.75425
2895,333818.1933
2896,312905.4164
2897,191285.7449
2898,147857.1913
2899,207030.0343
2900,163081.7376
2901,215704.1376
2902,206520.5968
2903,315846.5271
2904,330248.822
2905,64858.57893
2906,209915.9421
2907,139049.77
2908,111072.9673
2909,146272.6829
2910,75044.87267
2911,94215.13085
2912,163885.7788
2913,87793.63199
2914,82066.02779
2915,84307.84018
2916,92021.44552
2917,175605.0383
2918,109638.483
2919,220655.5792
